gameId,teamId,teamCity,teamName,teamTricode,teamSlug,personId,firstName,familyName,nameI,playerSlug,position,comment,jerseyNum,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0042500402,1610612752,New York,Knicks,NYK,knicks,1628404,Josh,Hart,J. Hart,josh-hart,F,,,18:11,97.4,97.4,95.3,95.3,2.1,2.1,0.308,2.0,40.0,0.0,0.333,0.154,20.0,0.0,0.0,0.14,0.14,108.21,108.21,90.18,39.0,0.007
0042500402,1610612752,New York,Knicks,NYK,knicks,1628384,OG,Anunoby,O. Anunoby,og-anunoby,F,,,36:48,103.9,103.9,110.0,110.0,-6.1,-6.1,0.136,0.0,20.0,0.0,0.118,0.053,0.0,0.6,0.697,0.141,0.141,101.74,101.74,84.78,76.0,0.124
0042500402,1610612752,New York,Knicks,NYK,knicks,1626157,Karl-Anthony,Towns,K. Towns,karl-anthony-towns,C,,,33:56,112.7,112.7,97.2,97.2,15.5,15.5,0.211,2.0,21.1,0.081,0.323,0.191,10.5,0.792,0.815,0.188,0.188,100.46,100.46,83.71,71.0,0.213
0042500402,1610612752,New York,Knicks,NYK,knicks,1628969,Mikal,Bridges,M. Bridges,mikal-bridges,G,,,40:53,111.0,111.0,100.0,100.0,11.0,11.0,0.24,6.0,30.0,0.0,0.15,0.071,5.0,0.769,0.769,0.144,0.144,97.45,97.45,81.21,82.0,0.161
0042500402,1610612752,New York,Knicks,NYK,knicks,1628973,Jalen,Brunson,J. Brunson,jalen-brunson,G,,,37:41,102.6,102.6,112.5,112.5,-9.9,-9.9,0.286,1.5,16.2,0.047,0.091,0.066,10.8,0.32,0.368,0.352,0.352,100.65,100.65,83.88,78.0,0.068
0042500402,1610612752,New York,Knicks,NYK,knicks,1630540,Miles,McBride,M. McBride,miles-mcbride,,,,18:17,108.3,108.3,105.3,105.3,3.1,3.1,0.154,1.0,18.2,0.083,0.0,0.05,18.2,0.357,0.357,0.191,0.191,97.14,97.14,80.95,36.0,0.0
0042500402,1610612752,New York,Knicks,NYK,knicks,1629013,Landry,Shamet,L. Shamet,landry-shamet,,,,30:09,113.3,113.3,95.2,95.2,18.2,18.2,0.111,0.0,14.3,0.0,0.069,0.031,0.0,0.542,0.542,0.167,0.167,97.1,97.1,80.92,60.0,0.101
0042500402,1610612752,New York,Knicks,NYK,knicks,1629011,Mitchell,Robinson,M. Robinson,mitchell-robinson,,,,14:03,92.6,92.6,112.9,112.9,-20.3,-20.3,0.0,0.0,0.0,0.059,0.143,0.097,16.7,1.0,0.754,0.171,0.171,99.13,99.13,82.61,27.0,0.072
0042500402,1610612752,New York,Knicks,NYK,knicks,1630631,Jose,Alvarado,J. Alvarado,jose-alvarado,,,,10:03,131.6,131.6,73.7,73.7,57.9,57.9,0.222,0.0,28.6,0.167,0.1,0.136,0.0,0.0,0.188,0.192,0.192,90.75,90.75,75.62,19.0,0.0
0042500402,1610612752,New York,Knicks,NYK,knicks,203903,Jordan,Clarkson,J. Clarkson,jordan-clarkson,,DNP - Coach's Decision,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
