gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,startersBench
0042500403,1610612752,New York,Knicks,NYK,knicks,175:04,31,63,0.492,10,24,0.417,17,20,0.85,5,27,32,14,3,5,10,17,89,Starters
0042500403,1610612752,New York,Knicks,NYK,knicks,175:04,9,25,0.36,3,13,0.231,1,2,0.5,7,7,14,4,1,1,3,6,22,Bench
0042500403,1610612759,San Antonio,Spurs,SAS,spurs,178:11,30,59,0.508,10,25,0.4,20,24,0.833,2,19,21,22,5,6,6,14,90,Starters
0042500403,1610612759,San Antonio,Spurs,SAS,spurs,178:11,9,25,0.36,2,9,0.222,5,8,0.625,4,12,16,6,2,1,2,7,25,Bench
