gameId,teamId,teamCity,teamName,teamTricode,teamSlug,minutes,estimatedOffensiveRating,offensiveRating,estimatedDefensiveRating,defensiveRating,estimatedNetRating,netRating,assistPercentage,assistToTurnover,assistRatio,offensiveReboundPercentage,defensiveReboundPercentage,reboundPercentage,estimatedTeamTurnoverPercentage,turnoverRatio,effectiveFieldGoalPercentage,trueShootingPercentage,usagePercentage,estimatedUsagePercentage,estimatedPace,pace,pacePer40,possessions,PIE
0042500401,1610612759,San Antonio,Spurs,SAS,spurs,240:00,479.8,96.0,525.0,105.0,-45.2,-9.0,0.5,1.23,12.1,0.283,0.719,0.496,13.131,13.1,0.421,0.475,1.0,0.974,19.9,99.5,82.92,99.0,0.423
0042500401,1610612752,New York,Knicks,NYK,knicks,240:00,525.0,105.0,479.8,96.0,45.2,9.0,0.513,2.22,14.7,0.281,0.717,0.504,9.0,9.0,0.473,0.515,1.0,0.94,19.9,99.5,82.92,100.0,0.577
