GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-203084-1641705-1642264-1642844-,H. Barnes - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,16,9,7,0.563,31.283333,24,48,0.5,10,25,0.4,15,19,0.789,7,24,31,18,12.0,4,6,3,11,20,73,16.0,25,37,3161,1153,291,307,343,797,217,247,885,257,263,1088,307,232,252,233,2992,362,136,2757,2766,203,281,104,93850
Lineups,-1630574-1642278-1642359-1642885-,A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,5,5,0,1.0,31.183333,24,53,0.453,8,25,0.32,9,15,0.6,7,24,31,16,15.0,5,3,2,10,13,65,-6.0,494,196,1,1,292,307,302,1442,276,247,1419,414,337,1645,307,232,252,271,3048,284,314,2474,2715,335,331,2674,93550
Lineups,-203084-1630577-1641705-1642844-,H. Barnes - J. Champagnie - V. Wembanyama - D. Harper,1610612759,SAS,14,9,5,0.643,30.65,25,49,0.51,8,22,0.364,16,19,0.842,8,17,25,13,14.0,3,7,2,11,22,74,-3.0,49,37,3068,1049,295,292,332,787,276,283,1090,241,263,916,262,346,312,343,3036,477,103,2474,2766,170,274,2194,91950
Lineups,-203084-1628368-1641705-1642264-,H. Barnes - D. Fox - V. Wembanyama - S. Castle,1610612759,SAS,9,5,4,0.556,30.321667,25,56,0.446,7,24,0.292,12,15,0.8,9,16,25,16,7.0,3,3,2,11,18,69,-4.0,150,196,2873,1157,301,292,278,1481,323,258,1494,316,337,1019,226,367,312,271,2758,477,314,2474,2766,233,303,2372,90965
Lineups,-1628368-1628436-1630577-1642844-,D. Fox - L. Kornet - J. Champagnie - D. Harper,1610612759,SAS,14,9,5,0.643,30.216667,30,59,0.508,11,19,0.579,12,17,0.706,6,20,26,14,8.0,11,7,6,14,15,83,23.0,49,37,3068,1049,305,233,258,791,195,334,342,316,301,1404,370,277,298,311,2827,101,103,3041,2897,292,246,54,90650
Lineups,-1626157-1628384-1628404-1630540-,K. Towns - O. Anunoby - J. Hart - M. McBride,1610612752,NYK,5,4,1,0.8,30.208333,31,57,0.544,10,21,0.476,17,18,0.944,8,26,34,17,9.0,6,4,4,13,12,89,41.0,494,276,701,769,306,225,271,668,217,300,724,219,285,720,262,208,225,249,2883,230,232,2903,2860,359,224,24,90625
Lineups,-1628368-1629640-1641705-1642264-,D. Fox - K. Johnson - V. Wembanyama - S. Castle,1610612759,SAS,12,7,5,0.583,29.833333,23,51,0.451,7,21,0.333,11,16,0.688,5,15,20,17,6.0,2,2,5,13,12,64,-27.0,76,85,3068,1133,307,326,313,1455,323,300,1167,344,319,1443,437,390,402,249,2662,692,474,2974,2860,359,335,3182,89500
Lineups,-203903-1628384-1629011-1630540-,J. Clarkson - O. Anunoby - M. Robinson - M. McBride,1610612752,NYK,7,5,2,0.714,29.675,24,50,0.48,6,18,0.333,14,22,0.636,11,20,31,9,6.0,4,6,2,19,13,68,13.0,237,196,2085,883,311,307,321,1244,392,364,1167,275,216,1613,164,277,252,519,2662,362,136,2474,2993,335,309,149,89025
Lineups,-203084-1628368-1641705-1642844-,H. Barnes - D. Fox - V. Wembanyama - D. Harper,1610612759,SAS,8,5,3,0.625,29.46,28,50,0.56,6,18,0.333,9,14,0.643,6,17,23,16,9.0,3,5,1,11,18,71,4.0,186,196,2602,1056,315,254,321,602,392,364,1167,414,354,1609,370,346,351,271,2883,477,170,1796,2766,233,291,582,88380
Lineups,-1628368-1630170-1642844-1642868-,D. Fox - D. Vassell - D. Harper - C. Bryant,1610612759,SAS,13,7,6,0.538,27.858333,25,55,0.455,9,23,0.391,9,13,0.692,9,25,34,21,7.0,1,2,2,20,8,68,3.0,61,85,3129,1172,329,292,285,1412,237,271,989,414,388,1436,226,219,225,196,2758,1075,474,2474,3008,524,309,727,83575
Lineups,-1626157-1629013-1630540-1630631-,K. Towns - L. Shamet - M. McBride - J. Alvarado,1610612752,NYK,7,6,1,0.857,27.816667,27,59,0.458,9,30,0.3,4,4,1.0,4,23,27,17,4.0,7,3,3,19,9,67,23.0,237,131,701,728,330,266,258,1400,237,204,1462,865,1061,1,569,247,291,249,2354,199,314,2757,2993,475,315,54,83450
Lineups,-1629640-1630577-1642844-1642868-,K. Johnson - J. Champagnie - D. Harper - C. Bryant,1610612759,SAS,6,3,3,0.5,26.458333,24,48,0.5,11,23,0.478,5,7,0.714,7,19,26,13,6.0,5,4,2,12,4,64,12.0,333,403,2602,1178,350,307,343,797,195,271,723,733,693,1361,307,302,298,343,2662,284,232,2474,2817,970,335,164,79375
Lineups,-203084-1628368-1630577-1642264-,H. Barnes - D. Fox - J. Champagnie - S. Castle,1610612759,SAS,10,5,5,0.5,25.521667,21,44,0.477,5,19,0.263,8,10,0.8,6,10,16,13,7.0,2,2,1,10,16,55,-9.0,113,196,3068,1178,365,355,380,1259,450,334,1598,459,485,1019,370,611,513,343,2758,692,474,1796,2715,270,382,2919,76565
Lineups,-1628404-1628969-1629011-1630540-,J. Hart - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,6,5,1,0.833,25.51,23,46,0.5,8,22,0.364,8,11,0.727,6,14,20,12,7.0,4,1,0,7,12,62,6.0,333,196,701,748,366,326,358,797,276,283,1090,459,461,1345,370,413,402,374,2758,362,747,1,2496,359,342,407,76530
Lineups,-1628368-1628436-1630170-1642868-,D. Fox - L. Kornet - D. Vassell - C. Bryant,1610612759,SAS,11,6,5,0.545,25.476667,23,48,0.479,9,21,0.429,11,14,0.786,6,22,28,17,7.0,1,3,2,24,8,66,-5.0,89,131,3068,1166,367,326,343,1251,237,300,799,344,354,1092,370,262,281,249,2758,1075,314,2474,3056,524,323,2556,76430
Lineups,-1628368-1628436-1629640-1630170-,D. Fox - L. Kornet - K. Johnson - D. Vassell,1610612759,SAS,13,10,3,0.769,24.578333,13,49,0.265,3,15,0.2,15,20,0.75,14,12,26,6,8.0,3,4,1,13,13,44,-22.0,61,19,2602,802,382,575,332,2436,698,439,1791,257,234,1162,115,500,298,742,2827,477,232,1796,2860,335,480,3163,73735
Lineups,-1628384-1629011-1629013-1630540-,O. Anunoby - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,6,5,1,0.833,24.398333,17,39,0.436,5,14,0.357,8,12,0.667,4,16,20,9,7.0,2,3,1,14,9,47,-21.0,333,196,701,748,386,439,429,1573,450,466,1120,459,413,1459,569,367,402,519,2758,692,314,1796,2897,475,452,3155,73195
Lineups,-203903-1628969-1628973-1629011-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,7,6,1,0.857,23.905,26,42,0.619,4,10,0.4,11,15,0.733,4,22,26,12,6.0,2,1,1,13,15,67,17.0,237,131,701,728,390,281,395,434,548,642,885,344,337,1339,569,262,298,374,2662,692,747,1796,2860,292,315,95,71715
Lineups,-1628384-1628973-1629011-1629013-,O. Anunoby - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,8,7,1,0.875,23.823333,17,39,0.436,4,11,0.364,8,14,0.571,4,16,20,11,7.0,4,0,1,10,14,46,-18.0,186,85,701,715,391,439,429,1573,548,590,1090,459,354,1706,569,367,402,422,2758,362,1387,1796,2715,310,462,3137,71470
Lineups,-1628436-1630170-1642844-1642868-,L. Kornet - D. Vassell - D. Harper - C. Bryant,1610612759,SAS,10,6,4,0.6,23.588333,21,46,0.457,7,21,0.333,8,9,0.889,6,24,30,15,9.0,1,3,1,23,6,57,2.0,113,131,2873,1072,395,355,358,1407,323,300,1167,459,541,783,370,232,261,287,2883,1075,314,1796,3046,685,367,887,70765
Lineups,-1626157-1628404-1628973-1629013-,K. Towns - J. Hart - J. Brunson - L. Shamet,1610612752,NYK,5,5,0,1.0,23.583333,18,44,0.409,6,21,0.286,10,10,1.0,6,19,25,15,3.0,4,3,1,13,9,52,13.0,494,196,1,1,396,413,380,1769,392,300,1502,382,485,1,370,302,312,287,2069,362,314,1796,2860,475,405,149,70750
Lineups,-1628384-1628404-1628973-1629011-,O. Anunoby - J. Hart - J. Brunson - M. Robinson,1610612752,NYK,9,8,1,0.889,22.656667,22,37,0.595,7,15,0.467,7,10,0.7,4,19,23,12,12.0,4,2,1,13,10,58,1.0,150,57,701,708,407,343,450,506,323,439,731,523,485,1409,569,302,351,374,2992,362,474,1796,2860,429,362,1104,67970
Lineups,-203903-1628384-1628973-1629011-,J. Clarkson - O. Anunoby - J. Brunson - M. Robinson,1610612752,NYK,7,6,1,0.857,22.625,20,38,0.526,2,9,0.222,11,18,0.611,9,17,26,8,5.0,2,4,1,16,11,53,11.0,237,131,701,728,408,367,435,721,944,705,1758,344,285,1643,226,346,298,576,2529,692,232,1796,2945,390,395,187,67875
Lineups,-1628436-1629640-1630577-1642844-,L. Kornet - K. Johnson - J. Champagnie - D. Harper,1610612759,SAS,12,7,5,0.583,22.228333,18,41,0.439,8,15,0.533,10,12,0.833,5,12,17,8,8.0,9,4,1,7,9,54,15.0,76,85,3068,1133,419,413,407,1551,276,439,377,382,413,923,437,500,487,576,2827,133,232,1796,2496,475,390,120,66685
Lineups,-203084-1630577-1642264-1642844-,H. Barnes - J. Champagnie - S. Castle - D. Harper,1610612759,SAS,12,6,6,0.5,21.783333,15,32,0.469,8,16,0.5,10,11,0.909,4,17,21,9,10.0,2,6,2,6,12,48,0.0,76,131,3129,1178,429,502,516,1327,276,415,385,382,461,753,569,346,375,519,2923,692,136,2474,2395,359,446,1284,65350
Lineups,-1626157-1628384-1630540-1630631-,K. Towns - O. Anunoby - M. McBride - J. Alvarado,1610612752,NYK,7,6,1,0.857,21.138333,21,41,0.512,7,18,0.389,8,8,1.0,3,18,21,14,5.0,3,2,3,13,9,57,17.0,237,131,701,728,444,355,407,778,323,364,993,459,585,1,728,322,375,311,2529,477,474,2757,2860,475,367,95,63415
Lineups,-203903-1626157-1628404-1630631-,J. Clarkson - K. Towns - J. Hart - J. Alvarado,1610612752,NYK,5,4,1,0.8,21.133333,21,41,0.512,3,11,0.273,8,12,0.667,8,20,28,14,5.0,2,0,1,4,12,53,16.0,494,276,701,769,446,355,407,778,698,590,1566,459,413,1459,262,277,281,311,2529,692,1387,1796,2007,359,395,104,63400
Lineups,-1629013-1630574-1642278-1642885-,L. Shamet - A. Hukporti - T. Kolek - M. Diawara,1610612752,NYK,4,4,0,1.0,20.933333,19,38,0.5,5,14,0.357,4,5,0.8,5,13,18,12,9.0,4,4,3,12,5,47,1.0,710,276,1,1,450,388,435,797,450,466,1120,865,919,1019,437,449,455,374,2883,362,232,2757,2817,792,452,1104,62800
Lineups,-1626157-1628404-1629013-1630631-,K. Towns - J. Hart - L. Shamet - J. Alvarado,1610612752,NYK,6,6,0,1.0,20.85,21,43,0.488,6,18,0.333,4,8,0.5,7,14,21,15,3.0,5,1,2,12,8,52,14.0,333,131,1,1,451,355,385,1204,392,364,1167,865,585,1737,307,413,375,287,2069,284,747,2474,2817,524,405,132,62550
Lineups,-1629640-1630170-1630577-1641705-,K. Johnson - D. Vassell - J. Champagnie - V. Wembanyama,1610612759,SAS,11,6,5,0.545,20.565,14,34,0.412,7,19,0.368,8,11,0.727,5,15,20,12,9.0,2,2,1,10,11,43,-7.0,89,131,3068,1166,455,541,490,1758,323,334,1072,459,461,1345,437,390,402,374,2883,692,474,1796,2715,390,488,2778,61695
Lineups,-202687-203482-1629162-1630322-,B. Biyombo - K. Olynyk - J. McLaughlin - L. Waters III,1610612759,SAS,6,5,1,0.833,20.116667,15,30,0.5,4,8,0.5,2,5,0.4,1,20,21,11,12.0,1,5,2,8,5,36,-4.0,333,196,701,748,464,502,557,797,548,784,385,1282,919,2015,1307,277,375,422,2992,1075,170,2474,2584,792,597,2372,60350
Lineups,-1626157-1628384-1629013-1630631-,K. Towns - O. Anunoby - L. Shamet - J. Alvarado,1610612752,NYK,5,3,2,0.6,20.116667,20,38,0.526,7,18,0.389,5,6,0.833,1,17,18,13,6.0,3,2,2,11,9,52,13.0,494,403,2085,1072,464,367,435,721,323,364,993,733,785,923,1307,346,455,343,2662,477,474,2474,2766,475,405,149,60350
Lineups,-1626157-1628404-1629013-1630540-,K. Towns - J. Hart - L. Shamet - M. McBride,1610612752,NYK,5,5,0,1.0,19.966667,20,42,0.476,6,23,0.261,4,4,1.0,5,13,18,13,1.0,5,4,1,15,7,50,16.0,494,196,1,1,466,367,395,1263,392,271,1604,865,1061,1,437,449,455,343,970,284,232,1796,2912,600,428,104,59900
Lineups,-1626157-1628404-1630540-1630631-,K. Towns - J. Hart - M. McBride - J. Alvarado,1610612752,NYK,6,6,0,1.0,19.75,16,38,0.421,4,19,0.211,0,0,0.0,2,17,19,10,5.0,5,1,1,13,5,36,5.0,333,131,1,1,471,464,435,1692,548,334,1787,2076,2168,2076,963,346,429,465,2529,284,747,1796,2860,792,597,491,59250
Lineups,-203903-1628404-1628973-1630540-,J. Clarkson - J. Hart - J. Brunson - M. McBride,1610612752,NYK,7,6,1,0.857,19.668333,17,38,0.447,6,17,0.353,9,17,0.529,7,16,23,9,5.0,1,1,1,10,11,49,7.0,237,131,701,728,472,439,435,1477,392,394,1131,414,301,1734,307,367,351,519,2529,1075,747,1796,2715,390,436,353,59005
Lineups,-1626157-1628384-1628969-1630631-,K. Towns - O. Anunoby - M. Bridges - J. Alvarado,1610612752,NYK,8,8,0,1.0,19.583333,17,34,0.5,6,11,0.545,9,11,0.818,4,15,19,12,6.0,10,2,2,9,14,49,17.0,186,57,1,1,474,439,490,797,392,590,364,414,461,991,569,390,429,374,2662,116,474,2474,2660,310,436,95,58750
Lineups,-203084-1630170-1641705-1642264-,H. Barnes - D. Vassell - V. Wembanyama - S. Castle,1610612759,SAS,6,2,4,0.333,19.383333,10,34,0.294,3,15,0.2,11,13,0.846,7,17,24,8,5.0,5,4,0,3,15,34,8.0,333,649,2873,1827,479,728,490,2349,698,439,1791,344,388,901,307,346,331,576,2529,284,232,1,1703,292,630,292,58150
Lineups,-1626157-1628404-1628969-1630631-,K. Towns - J. Hart - M. Bridges - J. Alvarado,1610612752,NYK,8,7,1,0.875,19.333333,20,35,0.571,5,10,0.5,8,12,0.667,6,18,24,12,6.0,6,2,0,6,11,53,20.0,186,85,701,715,481,367,474,541,450,642,385,459,413,1459,370,322,331,374,2662,230,474,1,2395,390,395,74,58000
Lineups,-1628368-1629640-1642844-1642868-,D. Fox - K. Johnson - D. Harper - C. Bryant,1610612759,SAS,4,2,2,0.5,19.296667,18,36,0.5,8,13,0.615,7,9,0.778,7,11,18,10,4.0,3,4,3,7,5,51,11.0,710,649,2085,1178,483,413,461,797,276,504,305,523,541,1116,307,544,455,465,2354,477,232,2757,2496,792,417,187,57890
Lineups,-1628368-1628436-1629640-1630577-,D. Fox - L. Kornet - K. Johnson - J. Champagnie,1610612759,SAS,11,7,4,0.636,19.145,13,34,0.382,6,13,0.462,11,12,0.917,2,8,10,7,6.0,7,4,1,8,8,43,1.0,89,85,2873,1052,486,575,490,1949,392,504,736,344,413,741,963,741,814,647,2662,199,232,1796,2584,524,488,1104,57435
Lineups,-203084-1628368-1628436-1642264-,H. Barnes - D. Fox - L. Kornet - S. Castle,1610612759,SAS,5,1,4,0.2,19.133333,16,35,0.457,1,7,0.143,9,12,0.75,10,10,20,6,6.0,4,1,2,7,10,42,-3.0,494,1092,2873,2081,487,464,474,1401,1342,890,1946,414,413,1162,190,611,402,742,2662,362,747,2474,2496,429,500,2194,57400
Lineups,-203903-1626157-1628973-1630540-,J. Clarkson - K. Towns - J. Brunson - M. McBride,1610612752,NYK,9,8,1,0.889,19.04,16,34,0.471,5,16,0.313,10,14,0.714,2,14,16,11,6.0,2,1,2,10,8,47,7.0,150,57,701,708,491,464,490,1303,450,415,1436,382,354,1361,963,413,513,422,2662,692,747,2474,2715,524,452,353,57120
Lineups,-203084-1628368-1629640-1641705-,H. Barnes - D. Fox - K. Johnson - V. Wembanyama,1610612759,SAS,7,6,1,0.857,18.591667,16,34,0.471,5,12,0.417,11,14,0.786,7,14,21,11,5.0,3,5,3,4,11,48,15.0,237,131,701,728,503,464,490,1303,450,535,857,344,354,1092,307,413,375,422,2529,477,170,2757,2007,390,446,120,55775
Lineups,-1628404-1628973-1629011-1629013-,J. Hart - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,5,5,0,1.0,18.568333,16,29,0.552,8,9,0.889,9,11,0.818,3,12,15,9,6.0,5,0,1,11,9,49,6.0,494,196,1,1,504,464,573,638,276,705,203,414,461,991,728,500,548,519,2662,284,1387,1796,2766,475,436,407,55705
Lineups,-1628368-1628436-1642844-1642868-,D. Fox - L. Kornet - D. Harper - C. Bryant,1610612759,SAS,8,4,4,0.5,18.555,16,36,0.444,5,17,0.294,6,7,0.857,5,18,23,13,6.0,0,2,1,17,4,43,-3.0,186,276,2873,1178,505,464,461,1483,450,394,1484,621,693,853,437,322,351,343,2662,1804,474,1796,2958,970,488,2194,55665
Lineups,-1628368-1641705-1642264-1642868-,D. Fox - V. Wembanyama - S. Castle - C. Bryant,1610612759,SAS,5,4,1,0.8,18.283333,18,32,0.563,7,16,0.438,8,10,0.8,3,18,21,14,7.0,1,4,1,7,10,51,10.0,494,276,701,769,511,413,516,586,323,415,789,459,485,1019,728,322,375,311,2758,1075,232,1796,2496,429,417,210,54850
Lineups,-1630170-1641705-1642264-1642868-,D. Vassell - V. Wembanyama - S. Castle - C. Bryant,1610612759,SAS,6,4,2,0.667,18.281667,16,29,0.552,7,15,0.467,8,9,0.889,4,16,20,14,10.0,1,5,0,16,6,47,-2.0,333,276,2085,906,512,464,573,638,323,439,731,459,541,783,569,367,402,311,2923,1075,170,1,2945,685,452,1944,54845
Lineups,-1628368-1630577-1642844-1642868-,D. Fox - J. Champagnie - D. Harper - C. Bryant,1610612759,SAS,5,3,2,0.6,18.163333,16,29,0.552,5,11,0.455,4,7,0.571,3,12,15,7,4.0,2,5,2,7,4,41,5.0,494,403,2085,1072,516,464,573,638,450,590,745,865,693,1706,728,500,548,647,2354,692,170,2474,2496,970,518,491,54490
Lineups,-1628368-1630170-1642264-1642844-,D. Fox - D. Vassell - S. Castle - D. Harper,1610612759,SAS,9,5,4,0.556,17.971667,11,24,0.458,1,4,0.25,15,20,0.75,3,13,16,5,8.0,5,1,1,15,13,38,-5.0,150,196,2873,1157,521,668,681,1390,1342,1348,1610,257,234,1162,728,449,513,852,2827,284,747,1796,2912,335,554,2556,53915
Lineups,-1629013-1630574-1642278-1642359-,L. Shamet - A. Hukporti - T. Kolek - P. Dadiet,1610612752,NYK,4,4,0,1.0,17.933333,15,31,0.484,4,14,0.286,6,9,0.667,4,20,24,12,7.0,4,3,1,8,8,40,12.0,710,276,1,1,522,502,539,1219,548,466,1502,621,541,1459,569,277,331,374,2758,362,314,1796,2584,524,533,164,53800
Lineups,-1628404-1628973-1629013-1630540-,J. Hart - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,6,5,1,0.833,17.885,18,32,0.563,7,15,0.467,8,8,1.0,5,14,19,12,4.0,1,2,0,6,8,51,16.0,333,196,701,748,523,413,516,586,323,439,731,459,585,1,437,413,429,374,2354,1075,474,1,2395,524,417,104,53655
Lineups,-1628384-1629013-1630540-1630631-,O. Anunoby - L. Shamet - M. McBride - J. Alvarado,1610612752,NYK,4,3,1,0.75,17.716667,17,34,0.5,6,15,0.4,4,4,1.0,1,16,17,11,5.0,3,3,2,10,6,44,16.0,710,403,701,805,530,439,490,797,392,439,885,865,1061,1,1307,367,487,422,2529,477,314,2474,2715,685,480,104,53150
Lineups,-203084-1628436-1630170-1642264-,H. Barnes - L. Kornet - D. Vassell - S. Castle,1610612759,SAS,7,3,4,0.429,17.316667,16,32,0.5,0,7,0.0,10,13,0.769,8,10,18,5,7.0,5,1,2,8,10,42,-1.0,237,403,2873,1678,542,464,516,797,2018,890,2018,382,388,1134,262,611,455,852,2758,284,747,2474,2584,429,500,1707,51950
Lineups,-1626157-1628404-1628969-1629013-,K. Towns - J. Hart - M. Bridges - L. Shamet,1610612752,NYK,6,6,0,1.0,17.066667,13,28,0.464,6,15,0.4,8,9,0.889,2,15,17,13,2.0,3,2,1,8,7,40,10.0,333,131,1,1,550,575,594,1350,392,439,885,459,541,783,963,390,487,343,1638,477,474,1796,2584,600,533,210,51200
Lineups,-203084-1628368-1630170-1642264-,H. Barnes - D. Fox - D. Vassell - S. Castle,1610612759,SAS,7,2,5,0.286,17.016667,15,34,0.441,1,9,0.111,11,14,0.786,12,12,24,6,4.0,4,1,2,6,9,42,8.0,237,649,3068,2009,552,502,490,1538,1342,705,2000,344,354,1092,146,500,331,742,2354,362,747,2474,2395,475,500,292,51050
Lineups,-1628368-1630577-1641705-1642868-,D. Fox - J. Champagnie - V. Wembanyama - C. Bryant,1610612759,SAS,7,4,3,0.571,16.936667,13,27,0.481,7,17,0.412,8,13,0.615,2,18,20,9,4.0,1,2,0,5,9,41,15.0,237,276,2602,1139,557,575,622,1234,323,394,868,459,388,1641,963,322,402,519,2354,1075,474,1,2233,475,518,120,50810
Lineups,-1628368-1629640-1630577-1642868-,D. Fox - K. Johnson - J. Champagnie - C. Bryant,1610612759,SAS,4,1,3,0.25,16.933333,15,29,0.517,6,11,0.545,5,7,0.714,5,9,14,7,6.0,3,5,2,9,3,41,1.0,710,1092,2602,2015,558,502,573,763,392,590,364,733,693,1361,437,687,603,647,2662,477,170,2474,2660,1156,518,1104,50800
Lineups,-203903-1626157-1628404-1630540-,J. Clarkson - K. Towns - J. Hart - M. McBride,1610612752,NYK,7,6,1,0.857,16.868333,16,32,0.5,3,13,0.231,3,5,0.6,1,19,20,12,4.0,0,1,0,5,5,38,14.0,237,131,701,728,563,464,516,797,698,504,1749,1079,919,1645,1307,302,402,374,2354,1804,747,1,2233,792,554,132,50605
Lineups,-202687-203482-203486-1629162-,B. Biyombo - K. Olynyk - M. Plumlee - J. McLaughlin,1610612759,SAS,5,3,2,0.6,16.866667,13,24,0.542,2,6,0.333,6,7,0.857,2,15,17,7,11.0,1,5,1,7,6,34,-5.0,494,403,2085,1072,564,575,681,672,944,1011,1167,621,693,853,963,390,487,647,2960,1075,170,1796,2496,685,630,2556,50600
Lineups,-1628384-1628404-1628973-1629013-,O. Anunoby - J. Hart - J. Brunson - L. Shamet,1610612752,NYK,8,7,1,0.875,16.796667,8,22,0.364,0,5,0.0,13,16,0.813,2,15,17,5,5.0,6,0,1,9,11,29,-4.0,186,85,701,715,568,872,754,2023,2018,1169,2018,296,319,1002,963,390,487,852,2529,230,1387,1796,2660,390,715,2372,50390
Lineups,-203084-1628368-1628436-1630170-,H. Barnes - D. Fox - L. Kornet - D. Vassell,1610612759,SAS,5,1,4,0.2,16.683333,16,35,0.457,1,9,0.111,8,10,0.8,9,10,19,8,4.0,6,1,3,6,8,41,10.0,494,1092,2873,2081,574,464,474,1401,1342,705,2000,459,485,1019,226,611,429,576,2354,230,747,2757,2395,524,518,210,50050
Lineups,-203903-1629011-1629013-1630540-,J. Clarkson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,5,4,1,0.8,16.661667,13,25,0.52,4,9,0.444,7,12,0.583,4,6,10,6,5.0,1,2,1,11,7,37,-4.0,494,276,701,769,575,575,664,751,548,705,763,523,413,1701,569,915,814,742,2529,1075,474,1796,2766,600,571,2372,49985
Lineups,-203084-1629640-1641705-1642264-,H. Barnes - K. Johnson - V. Wembanyama - S. Castle,1610612759,SAS,6,4,2,0.667,16.283333,11,29,0.379,4,12,0.333,6,6,1.0,4,12,16,9,5.0,2,2,2,5,7,32,0.0,333,276,2085,906,584,668,573,1955,548,535,1167,621,785,1,569,500,513,519,2529,692,474,2474,2233,600,663,1284,48850
Lineups,-1628368-1629640-1630170-1642264-,D. Fox - K. Johnson - D. Vassell - S. Castle,1610612759,SAS,8,5,3,0.625,16.193333,14,28,0.5,4,11,0.364,4,7,0.571,3,7,10,11,4.0,2,0,2,9,5,36,-9.0,186,196,2602,1056,588,541,594,797,548,590,1090,865,693,1706,728,812,814,422,2354,692,1387,2474,2660,792,597,2919,48580
Lineups,-202687-203486-1629162-1630322-,B. Biyombo - M. Plumlee - J. McLaughlin - L. Waters III,1610612759,SAS,5,4,1,0.8,16.166667,13,23,0.565,3,6,0.5,2,3,0.667,1,13,14,9,11.0,2,5,1,4,4,31,-3.0,494,276,701,769,589,575,721,579,698,1011,385,1282,1318,1459,1307,449,603,519,2960,692,170,1796,2007,970,682,2194,48500
Lineups,-1626157-1628384-1629013-1630540-,K. Towns - O. Anunoby - L. Shamet - M. McBride,1610612752,NYK,4,3,1,0.75,15.883333,16,32,0.5,6,15,0.4,4,4,1.0,1,14,15,11,4.0,3,2,2,9,6,42,16.0,710,403,701,805,596,464,516,797,392,439,885,865,1061,1,1307,413,548,422,2354,477,474,2474,2660,685,500,104,47650
Lineups,-1629640-1630170-1630577-1642264-,K. Johnson - D. Vassell - J. Champagnie - S. Castle,1610612759,SAS,8,4,4,0.5,15.845,11,29,0.379,6,16,0.375,4,5,0.8,3,11,14,8,7.0,2,0,2,11,6,32,-11.0,186,276,2873,1178,598,668,573,1955,392,415,1021,865,919,1019,728,544,603,576,2758,692,1387,2474,2766,685,663,2999,47535
Lineups,-203903-1626157-1628384-1630631-,J. Clarkson - K. Towns - O. Anunoby - J. Alvarado,1610612752,NYK,5,4,1,0.8,15.738333,12,26,0.462,5,11,0.455,15,17,0.882,4,18,22,8,5.0,6,1,2,10,14,44,20.0,494,276,701,769,604,616,645,1368,450,590,745,257,301,802,569,322,365,576,2529,230,747,2474,2715,310,480,74,47215
Lineups,-1630574-1631110-1642278-1642885-,A. Hukporti - J. Sochan - T. Kolek - M. Diawara,1610612752,NYK,3,3,0,1.0,15.65,12,24,0.5,2,7,0.286,4,8,0.5,1,11,12,7,9.0,1,1,1,9,5,30,-15.0,990,403,1,1,608,616,681,797,944,890,1502,865,585,1737,1307,544,702,647,2883,1075,747,1796,2660,792,698,3089,46950
Lineups,-203903-1628973-1629011-1629013-,J. Clarkson - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,4,4,0,1.0,15.511667,15,26,0.577,5,10,0.5,7,11,0.636,4,13,17,8,4.0,1,0,0,10,8,42,10.0,710,276,1,1,612,502,645,539,450,642,385,523,461,1613,569,449,487,576,2354,1075,1387,1,2715,524,500,210,46535
Lineups,-1629013-1642278-1642359-1642885-,L. Shamet - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,2,2,0,1.0,15.483333,12,27,0.444,4,15,0.267,4,5,0.8,4,12,16,9,5.0,3,2,1,7,5,32,7.0,1311,649,1,1,615,616,622,1483,548,439,1587,865,919,1019,569,500,513,519,2529,477,474,1796,2496,792,663,353,46450
Lineups,-1628384-1628404-1628969-1629011-,O. Anunoby - J. Hart - M. Bridges - M. Robinson,1610612752,NYK,9,8,1,0.889,15.288333,13,23,0.565,3,9,0.333,6,9,0.667,0,16,16,9,7.0,2,2,1,10,9,35,-7.0,150,57,701,708,625,575,721,579,698,705,1167,621,541,1459,1983,367,513,519,2758,692,474,1796,2715,475,612,2778,45865
