GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1628368-1628436-1629640-1630170-1642844-,D. Fox - L. Kornet - K. Johnson - D. Vassell - D. Harper,1610612759,SAS,12,10,2,0.833,25.595,16,51,0.314,3,14,0.214,14,21,0.667,14,15,29,9,8.0,4,4,2,14,13,49,-15.0,10,3,1176,454,45,69,40,905,122,75,622,36,23,501,16,55,37,71,1379,53,35,1274,1387,45,57,1408,76785
Lineups,-1628436-1630170-1630577-1642264-1642844-,L. Kornet - D. Vassell - J. Champagnie - S. Castle - D. Harper,1610612759,SAS,11,8,3,0.727,24.416667,26,44,0.591,7,16,0.438,14,16,0.875,4,18,22,14,9.0,8,6,3,13,12,73,11.0,12,5,1320,494,47,37,50,297,43,61,348,36,48,349,93,47,53,42,1388,18,18,1346,1382,52,38,32,73250
Lineups,-1628368-1629640-1630170-1641705-1642844-,D. Fox - K. Johnson - D. Vassell - V. Wembanyama - D. Harper,1610612759,SAS,10,7,3,0.7,23.308333,17,43,0.395,4,16,0.25,18,20,0.9,5,17,22,8,6.0,8,3,3,16,12,56,9.0,15,10,1320,497,50,61,51,766,85,61,555,23,27,342,64,52,53,82,1354,18,49,1346,1392,52,50,53,69925
Lineups,-1628404-1628969-1628973-1629011-1630540-,J. Hart - M. Bridges - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,5,4,1,0.8,22.666667,22,41,0.537,8,19,0.421,8,11,0.727,6,12,18,11,5.0,3,1,0,7,11,60,10.0,71,44,452,459,54,44,56,373,36,48,369,77,76,483,50,70,64,57,1312,75,156,1,1313,58,46,43,68000
Lineups,-1629640-1630577-1641705-1642264-1642844-,K. Johnson - J. Champagnie - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,11,7,4,0.636,21.583333,19,42,0.452,7,20,0.35,4,8,0.5,6,15,21,13,5.0,3,2,1,7,6,49,-4.0,12,10,1376,552,61,48,54,640,43,42,424,171,103,570,50,55,57,45,1312,75,83,1019,1313,115,57,1153,64750
Lineups,-203084-1628368-1630577-1641705-1642264-,H. Barnes - D. Fox - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,9,5,4,0.556,20.271667,17,35,0.486,4,16,0.25,7,8,0.875,5,7,12,11,7.0,2,2,1,9,14,45,-6.0,19,25,1376,572,67,61,68,601,85,61,555,91,103,349,64,137,110,57,1368,126,83,1019,1350,39,70,1280,60815
Lineups,-1628368-1629640-1630170-1641705-1642264-,D. Fox - K. Johnson - D. Vassell - V. Wembanyama - S. Castle,1610612759,SAS,8,6,2,0.75,18.283333,15,31,0.484,4,12,0.333,6,9,0.667,4,10,14,12,4.0,3,0,3,9,9,40,-5.0,27,17,1176,473,73,73,78,603,85,85,430,110,95,501,93,83,85,50,1266,75,410,1346,1350,74,88,1227,54850
Lineups,-1628368-1628436-1630170-1642844-1642868-,D. Fox - L. Kornet - D. Vassell - D. Harper - C. Bryant,1610612759,SAS,8,4,4,0.5,17.588333,16,35,0.457,5,16,0.313,6,7,0.857,5,18,23,13,6.0,0,2,1,17,4,43,-1.0,27,44,1376,576,78,69,68,636,71,61,528,110,135,360,64,47,50,45,1354,565,83,1019,1395,189,77,800,52765
Lineups,-1626157-1628384-1629013-1630540-1630631-,K. Towns - O. Anunoby - L. Shamet - M. McBride - J. Alvarado,1610612752,NYK,5,3,2,0.6,17.533333,17,35,0.486,6,17,0.353,4,4,1.0,1,15,16,12,4.0,3,2,3,9,7,44,15.0,71,73,1176,558,79,61,68,601,58,56,423,171,215,1,338,55,73,50,1266,75,83,1346,1350,96,73,20,52600
Lineups,-203903-1628384-1628973-1629011-1630540-,J. Clarkson - O. Anunoby - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,5,4,1,0.8,17.241667,15,30,0.5,2,9,0.222,11,18,0.611,8,14,22,5,2.0,2,3,1,10,10,43,17.0,71,44,452,459,80,73,85,391,198,114,615,51,35,556,36,60,53,159,1005,126,49,1019,1362,66,77,14,51725
Lineups,-203084-1630577-1641705-1642264-1642844-,H. Barnes - J. Champagnie - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,9,5,4,0.556,15.516667,11,20,0.55,6,11,0.545,10,11,0.909,2,11,13,7,8.0,1,4,2,5,11,38,5.0,19,25,1376,572,96,112,135,354,58,94,199,60,76,340,208,78,97,100,1379,236,35,1274,1241,58,90,154,46550
Lineups,-1628384-1628973-1629011-1629013-1630540-,O. Anunoby - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,5,3,2,0.6,15.05,9,26,0.346,1,7,0.143,8,12,0.667,2,12,14,6,4.0,1,0,1,6,8,27,-19.0,71,73,1176,558,100,138,98,811,348,156,667,77,66,501,208,70,85,122,1266,236,410,1019,1284,84,130,1416,45150
Lineups,-1628368-1628436-1629640-1630577-1642844-,D. Fox - L. Kornet - K. Johnson - J. Champagnie - D. Harper,1610612759,SAS,9,6,3,0.667,14.945,13,28,0.464,6,9,0.667,9,10,0.9,3,11,14,6,6.0,6,4,1,7,6,41,17.0,19,17,1320,498,102,91,90,630,58,114,138,70,81,342,130,78,85,122,1354,33,35,1019,1313,115,83,14,44835
Lineups,-1628384-1628404-1628969-1628973-1629011-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,8,7,1,0.875,14.733333,13,22,0.591,3,8,0.375,6,9,0.667,0,15,15,9,7.0,2,2,1,9,9,35,-4.0,27,10,452,452,105,91,125,297,122,131,406,110,95,501,657,55,82,71,1368,126,83,1019,1350,74,99,1153,44200
Lineups,-202687-203482-203486-1629162-1630322-,B. Biyombo - K. Olynyk - M. Plumlee - J. McLaughlin - L. Waters III,1610612759,SAS,4,3,1,0.75,14.65,11,21,0.524,2,5,0.4,2,3,0.667,1,13,14,7,10.0,1,5,1,4,4,26,-6.0,120,73,452,473,106,112,130,380,198,241,375,326,329,501,338,64,85,100,1393,236,22,1019,1179,189,137,1280,43950
Lineups,-1628368-1630170-1641705-1642264-1642844-,D. Fox - D. Vassell - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,7,5,2,0.714,14.023333,8,18,0.444,2,6,0.333,6,8,0.75,1,12,13,5,7.0,1,5,0,12,5,24,-12.0,38,25,1176,495,110,158,162,646,198,193,430,110,103,422,338,70,97,159,1368,236,22,1,1376,146,146,1398,42070
Lineups,-1628368-1629640-1630577-1642844-1642868-,D. Fox - K. Johnson - J. Champagnie - D. Harper - C. Bryant,1610612759,SAS,3,1,2,0.333,13.88,13,23,0.565,4,7,0.571,4,5,0.8,3,8,11,5,4.0,2,4,2,6,2,34,4.0,189,293,1176,769,112,91,116,331,85,156,192,171,179,393,130,119,122,159,1266,126,35,1274,1284,367,101,193,41640
Lineups,-203084-1628368-1630577-1641705-1642844-,H. Barnes - D. Fox - J. Champagnie - V. Wembanyama - D. Harper,1610612759,SAS,6,4,2,0.667,13.175,14,25,0.56,2,8,0.25,4,6,0.667,4,6,10,6,4.0,2,3,0,4,9,34,-3.0,47,44,1176,498,115,81,103,334,198,131,555,171,150,501,93,172,140,122,1266,126,49,1,1179,74,101,1055,39525
Lineups,-1626157-1628404-1628969-1628973-1629013-,K. Towns - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,5,5,0,1.0,13.166667,10,23,0.435,4,11,0.364,6,6,1.0,2,12,14,10,2.0,3,1,1,5,5,30,10.0,71,25,1,1,116,126,116,678,85,94,415,110,150,1,208,70,85,61,1005,75,156,1019,1241,146,116,43,39500
Lineups,-1629013-1630574-1642278-1642359-1642885-,L. Shamet - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,2,2,0,1.0,12.95,11,23,0.478,3,11,0.273,4,5,0.8,3,10,13,8,5.0,3,2,1,5,5,29,7.0,316,135,1,1,118,112,116,610,122,94,550,171,179,393,130,83,97,82,1312,75,83,1019,1241,146,123,89,38850
Lineups,-1628384-1628404-1628969-1628973-1629013-,O. Anunoby - J. Hart - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,6,6,0,1.0,12.69,7,14,0.5,0,2,0.0,13,16,0.813,1,10,11,4,5.0,6,0,1,4,11,27,1.0,47,17,1,1,121,188,212,391,681,532,681,40,48,391,338,83,122,199,1312,33,410,1019,1179,58,130,447,38070
Lineups,-1628368-1628436-1630170-1630577-1642844-,D. Fox - L. Kornet - D. Vassell - J. Champagnie - D. Harper,1610612759,SAS,7,4,3,0.571,12.238333,17,29,0.586,5,8,0.625,4,5,0.8,5,8,13,8,1.0,4,2,4,6,7,43,11.0,38,44,1320,568,127,61,88,300,71,131,176,171,179,393,64,119,97,82,649,53,83,1382,1284,96,77,32,36715
Lineups,-1628384-1628969-1628973-1629011-1629013-,O. Anunoby - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,5,5,0,1.0,12.166667,9,19,0.474,3,5,0.6,3,6,0.5,3,6,9,5,4.0,3,0,1,4,8,24,-3.0,71,25,1,1,130,138,147,615,122,241,179,247,150,570,130,172,160,159,1266,75,410,1019,1179,84,146,1055,36500
Lineups,-203084-1628368-1628436-1630170-1642264-,H. Barnes - D. Fox - L. Kornet - D. Vassell - S. Castle,1610612759,SAS,4,1,3,0.25,11.45,11,22,0.5,0,4,0.0,8,10,0.8,8,7,15,4,4.0,4,1,2,5,7,30,8.0,120,293,1320,825,138,112,125,391,681,307,681,77,81,393,36,137,82,199,1266,53,156,1274,1241,96,116,67,34350
Lineups,-1630574-1631110-1642278-1642359-1642885-,A. Hukporti - J. Sochan - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,2,2,0,1.0,11.35,6,16,0.375,1,5,0.2,4,8,0.5,1,9,10,4,7.0,0,1,1,4,5,17,-15.0,316,135,1,1,140,221,180,782,348,241,623,171,103,570,338,100,140,199,1368,565,156,1019,1179,146,229,1408,34050
Lineups,-203903-1626157-1628384-1628969-1630631-,J. Clarkson - K. Towns - O. Anunoby - M. Bridges - J. Alvarado,1610612752,NYK,5,4,1,0.8,10.666667,10,20,0.5,5,8,0.625,7,8,0.875,3,10,13,6,3.0,7,1,1,6,9,32,20.0,71,44,452,459,151,126,135,391,71,131,176,91,103,349,130,83,97,122,1172,26,156,1019,1284,74,108,11,32000
Lineups,-203903-1628384-1629011-1629013-1630540-,J. Clarkson - O. Anunoby - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,2,1,1,0.5,10.65,8,17,0.471,4,8,0.5,3,4,0.75,3,4,7,3,3.0,1,2,1,7,3,23,-6.0,316,293,452,576,152,158,174,622,85,131,203,247,215,422,130,263,212,270,1172,236,83,1019,1313,258,157,1280,31950
Lineups,-1629640-1630170-1630577-1641705-1642264-,K. Johnson - D. Vassell - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,3,1,2,0.333,10.475,8,19,0.421,5,12,0.417,2,3,0.667,2,7,9,7,3.0,1,0,1,5,5,23,-2.0,189,293,1176,769,155,158,147,705,71,85,371,326,329,501,208,137,160,100,1172,236,410,1019,1241,146,157,917,31425
Lineups,-1626157-1628404-1629013-1630540-1630631-,K. Towns - J. Hart - L. Shamet - M. McBride - J. Alvarado,1610612752,NYK,3,3,0,1.0,9.933333,10,23,0.435,3,12,0.25,0,0,0.0,2,6,8,6,0.0,4,1,1,10,2,23,5.0,189,73,1,1,167,126,116,678,122,85,555,714,762,714,208,172,181,122,1,53,156,1019,1362,367,157,154,29800
Lineups,-203903-1626157-1628404-1629013-1630631-,J. Clarkson - K. Towns - J. Hart - L. Shamet - J. Alvarado,1610612752,NYK,2,2,0,1.0,9.916667,10,19,0.526,2,5,0.4,2,5,0.4,5,7,12,8,3.0,1,0,1,1,5,24,4.0,316,135,1,1,169,126,147,378,198,241,375,326,179,695,64,137,110,82,1172,236,410,1019,436,146,146,193,29750
Lineups,-1628368-1630577-1641705-1642264-1642868-,D. Fox - J. Champagnie - V. Wembanyama - S. Castle - C. Bryant,1610612759,SAS,3,2,1,0.667,9.65,8,14,0.571,3,7,0.429,5,6,0.833,1,7,8,5,2.0,0,1,0,3,5,24,-5.0,189,135,452,498,175,158,212,309,122,156,351,144,150,373,338,137,181,159,1005,565,156,1,1056,146,146,1227,28950
Lineups,-1626157-1628384-1628404-1628973-1629013-,K. Towns - O. Anunoby - J. Hart - J. Brunson - L. Shamet,1610612752,NYK,3,2,1,0.667,9.6,3,16,0.188,1,8,0.125,3,4,0.75,2,5,7,2,2.0,0,1,1,8,4,10,-16.0,189,135,452,498,177,428,180,1059,348,131,673,247,215,422,208,222,212,381,1005,565,156,1019,1332,189,394,1412,28800
Lineups,-1628969-1628973-1629011-1629013-1630540-,M. Bridges - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,3,3,0,1.0,9.473333,8,16,0.5,3,5,0.6,4,8,0.5,3,6,9,6,4.0,2,0,0,1,7,23,4.0,189,73,1,1,181,158,180,391,122,241,179,171,103,570,130,172,160,122,1266,126,410,1,436,96,157,193,28420
Lineups,-203903-1628969-1628973-1629011-1629013-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,3,3,0,1.0,9.338333,11,19,0.579,3,7,0.429,2,2,1.0,3,10,13,5,2.0,0,0,0,5,4,27,8.0,189,73,1,1,185,112,147,307,122,156,351,326,389,1,130,83,97,159,1005,565,410,1,1241,189,130,67,28015
Lineups,-1628404-1628973-1629011-1629013-1630540-,J. Hart - J. Brunson - M. Robinson - L. Shamet - M. McBride,1610612752,NYK,3,3,0,1.0,9.166667,9,15,0.6,5,6,0.833,4,4,1.0,2,6,8,6,3.0,0,0,0,3,4,27,4.0,189,73,1,1,192,138,201,262,71,193,126,171,215,1,208,172,181,122,1172,565,410,1,1056,189,130,193,27500
Lineups,-203903-1626157-1628404-1628973-1630540-,J. Clarkson - K. Towns - J. Hart - J. Brunson - M. McBride,1610612752,NYK,6,5,1,0.833,8.601667,8,16,0.5,2,8,0.25,2,4,0.5,0,9,9,7,2.0,0,1,0,3,2,20,6.0,47,25,452,454,200,158,180,391,198,131,555,326,215,570,657,100,160,100,1005,565,156,1,1056,367,187,119,25805
Lineups,-1626157-1628404-1628973-1629013-1630540-,K. Towns - J. Hart - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,4,3,1,0.75,8.516667,10,18,0.556,2,9,0.222,4,4,1.0,3,7,10,5,1.0,1,3,0,3,4,26,14.0,120,73,452,473,201,126,162,338,198,114,615,171,215,1,130,137,140,159,649,236,49,1,1056,189,137,22,25550
Lineups,-203903-1626157-1628384-1628973-1630540-,J. Clarkson - K. Towns - O. Anunoby - J. Brunson - M. McBride,1610612752,NYK,4,3,1,0.75,8.45,5,13,0.385,2,6,0.333,8,10,0.8,1,4,5,3,3.0,2,0,2,5,6,20,1.0,120,73,452,473,203,263,229,772,198,193,430,77,81,393,338,263,300,270,1172,126,410,1274,1241,115,187,447,25350
Lineups,-1628384-1628404-1628973-1629011-1630540-,O. Anunoby - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,2,1,1,0.5,8.333333,9,16,0.563,4,8,0.5,1,1,1.0,4,3,7,3,5.0,2,0,0,4,3,23,5.0,316,293,452,576,206,138,180,332,85,131,203,549,689,1,93,364,212,270,1312,126,410,1,1179,258,157,154,25000
Lineups,-1628368-1628436-1630170-1642264-1642844-,D. Fox - L. Kornet - D. Vassell - S. Castle - D. Harper,1610612759,SAS,3,1,2,0.333,7.816667,5,12,0.417,0,0,0.0,6,8,0.75,0,4,4,1,2.0,4,0,1,3,5,16,0.0,189,293,1176,769,215,263,250,711,681,1058,681,110,103,422,657,263,368,579,1005,53,410,1019,1056,146,249,561,23450
Lineups,-203084-1628368-1629640-1641705-1642844-,H. Barnes - D. Fox - K. Johnson - V. Wembanyama - D. Harper,1610612759,SAS,3,2,1,0.667,7.585,8,13,0.615,3,5,0.6,2,4,0.5,2,5,7,5,2.0,1,2,1,2,5,21,8.0,189,135,452,498,224,158,229,258,122,241,179,326,215,570,208,222,212,159,1005,236,83,1019,836,146,175,67,22755
Lineups,-1628404-1628969-1628973-1629011-1629013-,J. Hart - M. Bridges - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,3,2,1,0.667,7.333333,6,14,0.429,1,1,1.0,3,4,0.75,2,4,6,2,2.0,4,0,1,5,4,16,0.0,189,135,452,498,231,221,212,683,348,736,1,247,215,422,208,263,245,381,1005,53,410,1019,1241,189,249,561,22000
Lineups,-1628368-1629640-1630577-1641705-1642264-,D. Fox - K. Johnson - J. Champagnie - V. Wembanyama - S. Castle,1610612759,SAS,5,3,2,0.6,7.316667,4,13,0.308,0,6,0.0,3,5,0.6,1,3,4,2,1.0,0,0,1,2,4,11,-16.0,71,73,1176,558,232,319,229,909,681,193,681,247,179,558,338,364,368,381,649,565,410,1019,836,189,356,1412,21950
Lineups,-203903-1628404-1628973-1629011-1630540-,J. Clarkson - J. Hart - J. Brunson - M. Robinson - M. McBride,1610612752,NYK,3,3,0,1.0,7.216667,7,16,0.438,4,8,0.5,2,8,0.25,5,7,12,2,1.0,1,0,0,6,6,20,6.0,189,73,1,1,239,188,180,671,85,131,203,326,103,709,64,137,110,381,649,236,410,1,1284,115,187,119,21650
Lineups,-1628368-1630170-1641705-1642264-1642868-,D. Fox - D. Vassell - V. Wembanyama - S. Castle - C. Bryant,1610612759,SAS,2,2,0,1.0,6.933333,6,11,0.545,3,7,0.429,1,1,1.0,1,6,7,6,5.0,0,3,0,6,2,16,-2.0,316,135,1,1,249,221,274,358,122,156,351,549,689,1,338,172,212,122,1312,565,49,1,1284,367,249,917,20800
Lineups,-203903-1630574-1642278-1642359-1642885-,J. Clarkson - A. Hukporti - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,1,1,0,1.0,6.883333,7,14,0.5,4,9,0.444,1,2,0.5,3,5,8,4,3.0,2,0,0,1,3,19,2.0,578,293,1,1,253,188,212,391,85,114,343,549,389,570,130,222,181,199,1172,126,410,1,436,258,203,329,20650
Lineups,-1626157-1628384-1628969-1628973-1630540-,K. Towns - O. Anunoby - M. Bridges - J. Brunson - M. McBride,1610612752,NYK,2,2,0,1.0,6.45,6,11,0.545,3,6,0.5,2,2,1.0,2,4,6,6,2.0,1,0,1,3,1,17,1.0,316,135,1,1,269,221,274,358,122,193,203,326,389,1,208,263,245,122,1005,236,410,1019,1056,552,229,447,19350
Lineups,-1626157-1628404-1628969-1629011-1630631-,K. Towns - J. Hart - M. Bridges - M. Robinson - J. Alvarado,1610612752,NYK,3,3,0,1.0,6.416667,8,13,0.615,2,3,0.667,3,4,0.75,3,7,10,4,3.0,2,1,0,2,3,21,8.0,189,73,1,1,271,158,229,258,198,400,138,247,215,422,130,137,140,199,1172,126,156,1,836,258,175,67,19250
Lineups,-203084-1628368-1629640-1630577-1641705-,H. Barnes - D. Fox - K. Johnson - J. Champagnie - V. Wembanyama,1610612759,SAS,4,4,0,1.0,6.016667,3,11,0.273,1,5,0.2,7,8,0.875,4,6,10,3,3.0,1,0,1,1,5,14,2.0,120,44,1,1,290,428,274,948,348,241,623,91,103,349,93,172,140,270,1172,236,410,1019,436,146,287,329,18050
Lineups,-203084-1630170-1641705-1642264-1642844-,H. Barnes - D. Vassell - V. Wembanyama - S. Castle - D. Harper,1610612759,SAS,3,1,2,0.333,5.95,3,9,0.333,1,4,0.25,2,2,1.0,0,6,6,3,2.0,3,1,0,2,5,9,3.0,189,293,1176,769,296,428,332,813,348,307,555,326,389,1,657,172,245,270,1005,75,156,1,836,146,446,251,17850
Lineups,-1628368-1628436-1630170-1642264-1642868-,D. Fox - L. Kornet - D. Vassell - S. Castle - C. Bryant,1610612759,SAS,4,3,1,0.75,5.916667,5,10,0.5,2,3,0.667,5,7,0.714,1,2,3,2,1.0,1,1,1,4,4,17,-3.0,120,73,452,473,299,263,301,391,198,400,138,144,135,486,338,485,466,381,649,236,156,1019,1179,189,229,1055,17750
Lineups,-203084-1641705-1642264-1642844-1642868-,H. Barnes - V. Wembanyama - S. Castle - D. Harper - C. Bryant,1610612759,SAS,5,4,1,0.8,5.9,6,11,0.545,1,5,0.2,1,4,0.25,4,4,8,4,1.0,0,0,0,3,3,14,3.0,71,44,452,459,301,221,274,358,348,241,623,549,215,709,93,263,181,199,649,565,410,1,1056,258,287,251,17700
Lineups,-1626157-1628404-1628969-1628973-1629011-,K. Towns - J. Hart - M. Bridges - J. Brunson - M. Robinson,1610612752,NYK,2,1,1,0.5,5.866667,4,10,0.4,1,3,0.333,2,2,1.0,2,4,6,1,3.0,0,0,1,7,5,11,-4.0,316,293,452,576,302,319,301,725,348,400,430,326,389,1,208,263,245,579,1172,565,410,1019,1313,146,356,1153,17600
Lineups,-203084-1628368-1641705-1642844-1642868-,H. Barnes - D. Fox - V. Wembanyama - D. Harper - C. Bryant,1610612759,SAS,2,1,1,0.5,5.816667,3,6,0.5,0,2,0.0,0,0,0.0,0,4,4,2,3.0,0,0,0,4,2,6,-6.0,316,293,452,576,308,428,490,391,681,532,681,714,762,714,657,263,368,381,1172,565,410,1,1179,367,601,1280,17450
Lineups,-1628436-1629640-1630577-1642264-1642844-,L. Kornet - K. Johnson - J. Champagnie - S. Castle - D. Harper,1610612759,SAS,5,4,1,0.8,5.816667,3,9,0.333,1,4,0.25,3,4,0.75,2,2,4,1,2.0,1,0,0,1,4,10,-2.0,71,44,452,459,308,428,332,813,348,307,555,247,215,422,208,485,368,579,1005,236,410,1,436,189,394,917,17450
Lineups,-203084-1628436-1630577-1642264-1642844-,H. Barnes - L. Kornet - J. Champagnie - S. Castle - D. Harper,1610612759,SAS,5,3,2,0.6,5.75,4,12,0.333,2,5,0.4,0,0,0.0,2,5,7,2,2.0,1,2,0,1,1,10,-5.0,71,73,1176,558,315,319,250,813,198,241,375,714,762,714,208,222,212,381,1005,236,83,1,436,552,394,1227,17250
