GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,SUM_TIME_PLAYED
Lineups,-1630170-1630577-,D. Vassell - J. Champagnie,1610612759,SAS,21,13,8,0.619,423.901667,360,774,0.465,121,331,0.366,182,213,0.854,92,309,401,224,116.0,79,74,42,181,201,1023,136.0,1,11,1130,278,16,20,15,405,12,14,408,17,21,238,20,11,12,16,1163,16,4,1162,1167,15,17,10,1271705
Lineups,-1626157-1628973-,K. Towns - J. Brunson,1610612752,NYK,17,14,3,0.824,422.465,381,757,0.503,117,305,0.384,166,196,0.847,73,297,370,245,108.0,76,45,49,178,185,1045,168.0,49,1,554,123,17,12,17,173,13,16,336,20,27,244,40,17,20,9,1154,18,24,1176,1166,19,16,3,1267395
Lineups,-1626157-1628404-,K. Towns - J. Hart,1610612752,NYK,17,14,3,0.824,417.265,375,752,0.499,108,300,0.36,147,178,0.826,75,306,381,247,104.0,76,47,40,173,175,1005,151.0,49,1,554,123,18,14,18,244,20,17,432,31,35,297,37,13,18,8,1147,18,21,1155,1163,26,18,7,1251795
Lineups,-1628404-1628969-,J. Hart - M. Bridges,1610612752,NYK,17,14,3,0.824,411.803333,364,722,0.504,109,284,0.384,153,190,0.805,73,291,364,234,111.0,82,40,37,169,182,990,99.0,49,1,554,123,19,18,19,172,19,21,335,26,31,351,40,18,22,14,1158,9,30,1142,1162,23,20,21,1235410
Lineups,-1626157-1628969-,K. Towns - M. Bridges,1610612752,NYK,17,14,3,0.824,404.783333,366,721,0.508,117,288,0.406,148,178,0.831,74,290,364,237,104.0,81,39,44,164,179,997,165.0,49,1,554,123,21,17,20,166,13,20,235,30,35,284,39,19,22,12,1147,11,32,1168,1159,25,19,4,1214350
Lineups,-1626157-1628384-,K. Towns - O. Anunoby,1610612752,NYK,15,12,3,0.8,383.681667,348,679,0.513,108,270,0.4,160,189,0.847,57,273,330,222,99.0,80,36,47,157,171,964,179.0,82,32,554,141,22,21,22,153,20,25,247,23,32,246,73,23,26,18,1140,15,37,1174,1156,27,21,2,1151045
Lineups,-1628368-1642264-,D. Fox - S. Castle,1610612759,SAS,19,12,7,0.632,381.95,313,675,0.464,97,279,0.348,162,201,0.806,76,261,337,196,100.0,67,57,34,162,183,885,40.0,22,32,1084,266,23,25,23,416,24,23,498,22,24,347,36,24,25,23,1142,30,13,1134,1158,20,24,62,1145850
Lineups,-1630170-1642844-,D. Vassell - D. Harper,1610612759,SAS,21,13,8,0.619,368.015,300,669,0.448,84,249,0.337,191,237,0.806,98,278,376,181,111.0,71,52,39,187,189,875,93.0,1,11,1130,278,27,27,24,542,36,30,550,12,12,348,14,21,19,27,1158,24,15,1149,1174,17,25,23,1104045
Lineups,-1628384-1628969-,O. Anunoby - M. Bridges,1610612752,NYK,15,12,3,0.8,367.76,331,630,0.525,100,241,0.415,142,175,0.811,51,255,306,214,102.0,81,33,40,147,165,904,116.0,82,32,554,141,28,22,31,121,23,33,219,36,38,331,86,26,36,20,1145,11,44,1155,1149,29,23,17,1103280
Lineups,-1628384-1628404-,O. Anunoby - J. Hart,1610612752,NYK,15,12,3,0.8,345.405,308,603,0.511,90,237,0.38,135,162,0.833,55,242,297,194,95.0,69,35,36,140,144,841,79.0,82,32,554,141,35,26,35,156,29,34,347,38,44,265,80,29,38,25,1136,26,41,1138,1147,45,28,31,1036215
Lineups,-1641705-1642844-,V. Wembanyama - D. Harper,1610612759,SAS,20,12,8,0.6,326.746667,262,561,0.467,84,242,0.347,157,196,0.801,79,247,326,157,101.0,42,48,32,138,168,765,99.0,16,32,1130,298,39,39,41,389,36,31,500,24,27,359,31,28,27,37,1144,68,19,1130,1143,28,36,21,980240
Lineups,-1642264-1642844-,S. Castle - D. Harper,1610612759,SAS,21,13,8,0.619,310.36,247,534,0.463,81,222,0.365,147,187,0.786,75,239,314,155,108.0,55,43,29,139,159,722,59.0,1,11,1130,278,46,44,45,423,42,44,410,31,33,423,37,30,32,39,1154,39,27,1113,1145,34,41,37,931080
Lineups,-1630577-1642844-,J. Champagnie - D. Harper,1610612759,SAS,21,13,8,0.619,293.076667,252,525,0.48,87,228,0.382,125,154,0.812,71,207,278,139,87.0,48,48,30,111,135,716,93.0,1,11,1130,278,50,42,48,313,32,41,340,45,50,330,43,42,44,51,1126,50,19,1119,1115,47,42,23,879230
Lineups,-1629640-1642844-,K. Johnson - D. Harper,1610612759,SAS,21,13,8,0.619,277.545,235,513,0.458,74,193,0.383,143,184,0.777,79,207,286,140,77.0,52,36,30,125,131,687,93.0,1,11,1130,278,57,50,51,465,48,53,337,35,34,462,31,42,42,48,1117,43,37,1119,1129,51,46,23,832635
Lineups,-1628368-1642844-,D. Fox - D. Harper,1610612759,SAS,19,12,7,0.632,251.12,210,458,0.459,58,165,0.352,120,157,0.764,62,176,238,115,64.0,41,39,26,120,115,598,57.0,22,32,1084,266,68,67,63,457,71,70,477,49,46,490,61,60,58,73,1094,73,32,1097,1124,67,64,40,753360
Lineups,-1629640-1630170-,K. Johnson - D. Vassell,1610612759,SAS,21,13,8,0.619,224.196667,172,407,0.423,46,141,0.326,117,150,0.78,70,161,231,107,73.0,44,23,23,117,116,507,2.0,1,11,1130,278,80,88,79,700,111,102,644,53,55,446,44,75,68,85,1111,63,85,1086,1121,65,81,397,672590
Lineups,-1628436-1630170-,L. Kornet - D. Vassell,1610612759,SAS,21,13,8,0.619,223.048333,192,424,0.453,45,134,0.336,99,127,0.78,63,163,226,111,68.0,46,29,24,124,102,528,-21.0,1,11,1130,278,81,74,70,508,118,113,554,74,72,447,58,73,70,80,1101,57,54,1091,1128,82,75,1029,669145
Lineups,-1628973-1630540-,J. Brunson - M. McBride,1610612752,NYK,17,14,3,0.824,222.366667,208,404,0.515,69,162,0.426,109,145,0.752,63,153,216,119,58.0,31,22,17,102,113,594,126.0,49,1,554,123,82,69,80,148,55,72,193,62,59,526,58,80,77,70,1074,123,96,1016,1092,68,65,13,667100
Lineups,-1629640-1641705-,K. Johnson - V. Wembanyama,1610612759,SAS,20,12,8,0.6,220.701667,176,389,0.452,58,166,0.349,114,144,0.792,59,163,222,114,64.0,31,23,27,96,113,524,31.0,16,32,1130,298,83,82,84,511,71,68,488,56,60,399,66,73,74,75,1094,123,85,1105,1081,68,77,78,662105
Lineups,-1629640-1642264-,K. Johnson - S. Castle,1610612759,SAS,21,13,8,0.619,214.128333,168,385,0.436,48,149,0.322,92,122,0.754,56,151,207,110,68.0,34,17,24,101,105,476,-29.0,1,11,1130,278,88,94,86,617,104,86,670,83,80,520,78,81,81,81,1101,103,141,1091,1090,79,89,1085,642385
Lineups,-1628436-1642844-,L. Kornet - D. Harper,1610612759,SAS,21,13,8,0.619,189.495,164,366,0.448,45,123,0.366,83,109,0.761,50,142,192,93,56.0,47,25,20,98,85,456,28.0,1,11,1130,278,112,98,96,547,118,130,406,99,96,501,92,86,86,116,1067,52,76,1059,1085,114,101,85,568485
Lineups,-1628436-1642264-,L. Kornet - S. Castle,1610612759,SAS,21,13,8,0.619,182.936667,151,333,0.453,34,106,0.321,81,103,0.786,44,127,171,83,60.0,42,23,17,87,89,417,-33.0,1,11,1130,278,120,115,116,500,189,176,678,101,102,421,118,103,103,140,1079,68,85,1016,1066,105,115,1105,548810
Lineups,-1628404-1630540-,J. Hart - M. McBride,1610612752,NYK,17,14,3,0.824,177.568333,169,333,0.508,57,147,0.388,64,81,0.79,47,127,174,100,45.0,28,20,12,86,77,459,111.0,49,1,554,123,129,92,116,167,75,88,320,140,144,408,104,103,100,97,1027,138,113,924,1064,132,97,19,532705
Lineups,-1628368-1629640-,D. Fox - K. Johnson,1610612759,SAS,19,12,7,0.632,175.633333,135,320,0.422,42,121,0.347,94,119,0.79,51,115,166,80,48.0,30,26,20,79,80,406,1.0,22,32,1084,266,133,140,126,705,132,135,500,79,83,410,86,126,111,144,1040,129,70,1059,1051,125,124,437,526900
Lineups,-1628973-1629011-,J. Brunson - M. Robinson,1610612752,NYK,16,13,3,0.813,170.316667,151,297,0.508,43,99,0.434,72,111,0.649,47,119,166,77,48.0,25,8,9,86,99,417,29.0,71,11,554,135,142,115,147,165,127,189,168,119,92,847,104,117,111,158,1040,152,330,846,1064,89,115,82,510950
Lineups,-1628368-1628436-,D. Fox - L. Kornet,1610612759,SAS,19,12,7,0.632,166.483333,132,309,0.427,36,101,0.356,73,96,0.76,48,113,161,77,50.0,32,23,18,87,77,373,-22.0,22,32,1084,266,147,144,134,680,170,185,450,118,115,502,99,130,117,158,1045,117,85,1034,1066,132,143,1041,499450
Lineups,-1626157-1630540-,K. Towns - M. McBride,1610612752,NYK,17,14,3,0.824,161.261667,153,306,0.5,50,137,0.365,60,67,0.896,36,125,161,99,37.0,25,21,17,80,68,416,117.0,49,1,554,123,152,112,139,177,96,106,409,162,205,157,156,108,117,102,972,152,101,1016,1052,172,119,16,483785
Lineups,-1628973-1629013-,J. Brunson - L. Shamet,1610612752,NYK,13,11,2,0.846,157.358333,129,273,0.473,40,99,0.404,77,101,0.762,35,115,150,76,41.0,29,7,13,68,89,375,44.0,135,55,365,117,158,152,161,362,142,189,243,105,108,495,164,126,134,162,997,134,361,947,1015,105,141,52,472075
Lineups,-1629640-1630577-,K. Johnson - J. Champagnie,1610612759,SAS,21,13,8,0.619,150.161667,118,268,0.44,46,124,0.371,62,80,0.775,37,100,137,72,47.0,22,16,12,66,57,344,-20.0,1,11,1130,278,166,172,164,593,111,127,381,152,148,465,150,157,156,170,1037,178,153,924,1006,220,160,1022,450485
Lineups,-1628384-1630540-,O. Anunoby - M. McBride,1610612752,NYK,15,12,3,0.8,142.865,127,256,0.496,38,101,0.376,64,79,0.81,36,101,137,69,42.0,21,16,18,81,58,356,55.0,82,32,554,141,179,155,173,249,157,185,356,140,151,334,156,155,156,182,1004,188,153,1034,1055,216,155,42,428595
Lineups,-1628436-1630577-,L. Kornet - J. Champagnie,1610612759,SAS,21,13,8,0.619,140.015,117,253,0.462,37,89,0.416,55,67,0.821,32,101,133,65,48.0,31,24,15,66,62,326,-15.0,1,11,1130,278,183,173,179,424,166,222,215,186,205,307,182,155,164,192,1040,123,78,989,1006,198,178,973,420045
Lineups,-1629011-1630540-,M. Robinson - M. McBride,1610612752,NYK,16,13,3,0.813,135.935,119,239,0.498,36,88,0.409,58,91,0.637,44,86,130,62,37.0,20,10,6,61,69,332,40.0,71,11,554,135,188,168,192,245,170,226,227,175,120,856,118,190,168,205,972,199,282,750,980,167,173,62,407805
Lineups,-1628969-1629011-,M. Bridges - M. Robinson,1610612752,NYK,16,13,3,0.813,129.1,115,222,0.518,32,73,0.438,45,65,0.692,32,91,123,64,42.0,22,6,8,57,69,307,26.0,71,11,554,135,204,178,215,136,206,267,158,239,213,739,182,178,174,198,1004,178,391,814,956,167,190,93,387300
Lineups,-203084-1641705-,H. Barnes - V. Wembanyama,1610612759,SAS,18,11,7,0.611,126.893333,102,213,0.479,33,96,0.344,64,80,0.8,34,87,121,68,42.0,16,20,7,49,79,301,44.0,29,55,1084,293,212,203,229,317,196,202,515,140,148,361,170,187,182,186,1004,261,113,790,907,129,195,52,380680
Lineups,-1626157-1629013-,K. Towns - L. Shamet,1610612752,NYK,12,9,3,0.75,126.658333,114,237,0.481,38,107,0.355,48,59,0.814,25,96,121,70,24.0,21,12,14,65,61,314,77.0,159,109,554,171,214,182,196,306,157,171,458,222,237,325,235,168,182,179,851,188,222,970,1003,200,188,32,379975
Lineups,-1628969-1629013-,M. Bridges - L. Shamet,1610612752,NYK,12,10,2,0.833,125.121667,106,213,0.498,34,78,0.436,55,71,0.775,29,97,126,61,32.0,26,6,11,52,69,301,66.0,159,88,365,119,216,200,229,246,189,245,165,186,190,467,202,164,169,211,921,148,391,894,926,167,195,35,375365
Lineups,-1628384-1629013-,O. Anunoby - L. Shamet,1610612752,NYK,13,10,3,0.769,123.506667,94,206,0.456,28,76,0.368,59,77,0.766,21,88,109,52,34.0,22,7,14,58,69,275,5.0,135,88,554,165,221,229,237,482,239,254,396,168,161,485,290,185,215,250,943,178,361,970,964,167,218,286,370520
Lineups,-1628969-1630540-,M. Bridges - M. McBride,1610612752,NYK,16,14,2,0.875,119.353333,109,213,0.512,40,94,0.426,38,49,0.776,35,81,116,73,33.0,18,11,6,52,51,296,47.0,71,1,365,111,230,192,229,155,142,208,194,272,281,464,164,206,193,168,932,225,255,750,926,245,200,46,358060
Lineups,-1628436-1629640-,L. Kornet - K. Johnson,1610612759,SAS,21,13,8,0.619,117.261667,89,226,0.394,20,67,0.299,55,72,0.764,39,80,119,47,36.0,28,11,9,57,53,253,-23.0,1,11,1130,278,233,247,210,842,320,280,752,186,187,491,142,210,187,276,961,138,255,846,956,239,242,1049,351785
Lineups,-1629013-1630540-,L. Shamet - M. McBride,1610612752,NYK,15,12,3,0.8,113.24,96,203,0.473,31,88,0.352,38,53,0.717,25,81,106,59,27.0,14,12,7,57,50,261,27.0,82,32,554,141,250,223,241,360,218,226,472,272,256,676,235,206,221,220,882,296,222,790,956,256,234,89,339720
Lineups,-203084-1642264-,H. Barnes - S. Castle,1610612759,SAS,19,11,8,0.579,111.155,87,194,0.448,22,75,0.293,51,64,0.797,34,73,107,51,36.0,18,16,8,39,67,247,6.0,22,55,1130,329,254,252,250,541,293,258,771,207,222,389,170,232,218,255,961,225,153,814,852,176,252,246,333465
Lineups,-1628404-1629011-,J. Hart - M. Robinson,1610612752,NYK,16,13,3,0.813,105.595,97,188,0.516,31,70,0.443,40,60,0.667,29,76,105,47,34.0,19,5,6,56,60,265,31.0,71,11,554,135,263,220,262,144,218,272,151,261,233,781,202,223,226,276,943,212,431,750,951,206,228,78,316785
Lineups,-1626157-1630631-,K. Towns - J. Alvarado,1610612752,NYK,16,13,3,0.813,101.305,93,190,0.489,29,77,0.377,37,48,0.771,25,85,110,58,24.0,25,7,9,48,50,252,74.0,71,11,554,135,271,232,259,273,232,250,355,281,285,472,235,196,212,221,851,152,361,846,901,256,244,33,303915
Lineups,-203084-1628368-,H. Barnes - D. Fox,1610612759,SAS,16,10,6,0.625,101.055,87,183,0.475,20,67,0.299,44,60,0.733,31,66,97,51,27.0,14,13,8,36,57,238,26.0,71,88,1037,272,272,252,267,342,320,280,752,241,233,622,191,266,243,255,882,296,208,814,829,220,263,93,303165
Lineups,-1642844-1642868-,D. Harper - C. Bryant,1610612759,SAS,18,11,7,0.611,97.71,88,174,0.506,29,76,0.382,23,36,0.639,25,85,110,58,30.0,11,14,5,63,29,228,27.0,29,55,1084,293,277,251,271,169,232,254,340,391,359,855,235,196,212,221,909,362,189,705,989,381,271,89,293130
Lineups,-1628404-1629013-,J. Hart - L. Shamet,1610612752,NYK,14,11,3,0.786,97.48,75,167,0.449,22,67,0.328,40,51,0.784,24,71,95,49,20.0,20,8,6,52,43,212,8.0,115,55,554,155,278,286,284,537,293,280,638,261,270,433,251,240,249,262,805,199,330,750,926,294,284,204,292440
Lineups,-1628384-1629011-,O. Anunoby - M. Robinson,1610612752,NYK,14,11,3,0.786,97.018333,76,160,0.475,19,53,0.358,34,52,0.654,25,69,94,40,33.0,14,10,6,53,46,205,-22.0,115,55,554,155,280,285,295,347,335,342,438,304,261,839,235,250,254,329,932,296,282,750,934,276,292,1041,291055
Lineups,-203903-1630540-,J. Clarkson - M. McBride,1610612752,NYK,13,11,2,0.846,95.926667,82,166,0.494,22,63,0.349,58,86,0.674,27,66,93,39,24.0,11,8,10,57,54,244,46.0,135,55,365,117,282,268,286,254,293,297,490,175,130,773,215,266,256,336,851,362,330,872,956,235,257,48,287780
Lineups,-203903-1628973-,J. Clarkson - J. Brunson,1610612752,NYK,14,11,3,0.786,95.298333,90,173,0.52,22,57,0.386,52,78,0.667,30,70,100,42,27.0,10,8,8,55,56,254,45.0,115,55,554,155,284,243,275,130,293,326,327,201,157,781,196,247,239,308,882,382,330,814,946,226,239,50,285895
Lineups,-1628368-1642868-,D. Fox - C. Bryant,1610612759,SAS,17,11,6,0.647,94.596667,78,158,0.494,32,73,0.438,33,46,0.717,18,74,92,55,29.0,7,16,6,57,33,221,-4.0,49,55,1037,263,287,274,300,255,206,267,158,315,299,674,329,230,257,240,903,465,153,750,956,350,276,713,283790
Lineups,-1629011-1629013-,M. Robinson - L. Shamet,1610612752,NYK,12,10,2,0.833,94.593333,75,159,0.472,23,48,0.479,33,51,0.647,26,62,88,41,28.0,12,4,4,45,44,206,-17.0,159,88,365,119,288,286,298,367,280,369,107,315,270,849,227,285,264,320,895,336,485,649,887,285,291,994,283780
Lineups,-203084-1630577-,H. Barnes - J. Champagnie,1610612759,SAS,18,11,7,0.611,89.155,68,148,0.459,23,67,0.343,45,57,0.789,22,61,83,40,33.0,10,15,6,33,56,204,2.0,29,55,1084,293,297,308,325,450,280,280,518,239,242,411,271,290,286,329,932,382,167,750,799,226,293,397,267465
Lineups,-203084-1642844-,H. Barnes - D. Harper,1610612759,SAS,20,12,8,0.6,88.165,75,153,0.49,21,62,0.339,31,44,0.705,20,60,80,45,28.0,12,15,8,33,51,202,13.0,16,32,1130,298,302,286,313,267,305,301,545,329,311,724,304,292,299,288,895,336,167,814,799,245,296,144,264495
Lineups,-203903-1629011-,J. Clarkson - M. Robinson,1610612752,NYK,15,12,3,0.8,79.985,71,136,0.522,17,46,0.37,37,63,0.587,24,60,84,31,19.0,9,7,5,49,46,196,41.0,82,32,554,141,330,303,341,127,360,384,390,281,224,914,251,292,281,385,796,414,361,705,907,276,305,59,239955
Lineups,-1629013-1630631-,L. Shamet - J. Alvarado,1610612752,NYK,15,12,3,0.8,79.55,68,146,0.466,23,64,0.359,21,32,0.656,23,57,80,42,19.0,13,8,8,45,30,180,34.0,82,32,554,141,333,308,329,403,280,293,435,422,383,835,262,307,299,308,796,322,330,814,887,376,332,73,238650
Lineups,-203903-1628384-,J. Clarkson - O. Anunoby,1610612752,NYK,11,8,3,0.727,78.833333,69,133,0.519,21,45,0.467,49,62,0.79,21,54,75,33,22.0,14,11,9,51,47,208,43.0,179,123,554,223,335,306,349,134,305,392,114,216,226,405,290,325,315,372,827,296,255,846,914,271,288,54,236500
Lineups,-1630170-1642868-,D. Vassell - C. Bryant,1610612759,SAS,17,10,7,0.588,78.198333,68,137,0.496,25,56,0.446,24,32,0.75,19,63,82,49,30.0,8,16,3,62,22,185,-14.0,49,88,1084,326,339,308,340,248,262,330,137,383,383,527,320,279,291,262,909,435,153,560,985,450,319,967,234595
Lineups,-1642264-1642868-,S. Castle - C. Bryant,1610612759,SAS,17,12,5,0.706,77.74,66,126,0.524,20,54,0.37,32,45,0.711,18,56,74,44,33.0,10,12,3,53,34,184,-25.0,49,32,982,230,342,319,368,122,320,336,385,322,305,707,329,314,317,293,932,382,222,560,934,341,324,1063,233220
Lineups,-203903-1626157-,J. Clarkson - K. Towns,1610612752,NYK,13,10,3,0.769,73.29,65,136,0.478,17,48,0.354,38,51,0.745,22,63,85,40,20.0,13,3,7,34,44,185,41.0,135,88,554,165,360,329,341,323,360,369,462,272,270,592,271,279,273,329,805,322,543,790,817,285,319,59,219870
Lineups,-1641705-1642868-,V. Wembanyama - C. Bryant,1610612759,SAS,15,10,5,0.667,71.748333,59,114,0.518,23,61,0.377,27,37,0.73,13,69,82,43,24.0,5,12,1,43,29,168,24.0,82,88,982,235,365,349,398,137,280,308,352,358,355,639,419,250,291,300,851,560,222,299,876,381,348,103,215245
Lineups,-203903-1628404-,J. Clarkson - J. Hart,1610612752,NYK,14,11,3,0.786,71.278333,66,136,0.485,15,47,0.319,31,50,0.62,26,58,84,37,21.0,7,2,4,29,43,178,34.0,115,55,554,155,366,319,341,286,390,378,687,329,276,876,227,302,281,342,818,465,617,649,766,294,334,73,213835
Lineups,-1630540-1630631-,M. McBride - J. Alvarado,1610612752,NYK,15,12,3,0.8,70.89,59,133,0.444,17,62,0.274,16,20,0.8,16,53,69,37,17.0,14,7,8,44,25,151,33.0,82,32,554,141,369,349,349,573,360,301,828,471,493,361,362,327,343,342,754,296,361,814,879,424,376,76,212670
Lineups,-203903-1628969-,J. Clarkson - M. Bridges,1610612752,NYK,13,10,3,0.769,65.865,66,126,0.524,15,37,0.405,26,34,0.765,23,55,78,33,20.0,12,4,4,31,37,173,42.0,135,88,554,165,388,319,368,122,390,432,238,370,374,487,262,321,307,372,805,336,485,649,782,323,342,57,197595
Lineups,-1628969-1630631-,M. Bridges - J. Alvarado,1610612752,NYK,16,13,3,0.813,65.766667,58,117,0.496,19,45,0.422,18,24,0.75,20,50,70,35,18.0,18,6,4,29,29,153,42.0,71,11,554,135,389,353,386,250,335,392,196,448,447,527,304,343,337,357,775,225,391,649,766,381,370,57,197300
Lineups,-1630577-1642868-,J. Champagnie - C. Bryant,1610612759,SAS,14,9,5,0.643,65.686667,50,102,0.49,24,57,0.421,25,32,0.781,12,56,68,30,22.0,8,11,2,34,21,149,10.0,115,109,982,264,390,394,422,267,271,326,198,376,383,443,441,314,349,394,827,435,255,451,817,457,381,174,197060
Lineups,-1629640-1642868-,K. Johnson - C. Bryant,1610612759,SAS,12,8,4,0.667,64.613333,59,120,0.492,21,50,0.42,15,21,0.714,22,41,63,33,22.0,15,10,5,32,16,154,5.0,159,123,713,235,396,349,378,261,305,359,203,489,475,680,271,383,361,372,827,278,282,705,788,505,369,286,193840
Lineups,-203903-1630631-,J. Clarkson - J. Alvarado,1610612752,NYK,14,11,3,0.786,63.955,53,116,0.457,16,42,0.381,35,47,0.745,23,49,72,30,15.0,15,2,6,33,41,157,45.0,115,55,554,155,399,375,390,475,375,408,342,299,293,594,262,347,326,394,720,278,617,750,799,304,363,50,191865
Lineups,-1628384-1630631-,O. Anunoby - J. Alvarado,1610612752,NYK,12,9,3,0.75,59.071667,53,104,0.51,18,41,0.439,27,31,0.871,8,48,56,36,16.0,17,7,7,33,33,151,47.0,159,109,554,171,415,375,418,162,347,417,155,358,395,200,531,349,384,352,739,242,361,790,799,350,376,46,177215
Lineups,-203903-1629013-,J. Clarkson - L. Shamet,1610612752,NYK,12,9,3,0.75,58.943333,51,98,0.52,18,39,0.462,25,38,0.658,18,35,53,26,17.0,6,2,4,37,29,145,2.0,159,109,554,171,416,388,429,129,347,423,116,376,342,834,329,422,400,429,754,507,617,649,835,381,385,397,176830
Lineups,-1628404-1630631-,J. Hart - J. Alvarado,1610612752,NYK,15,12,3,0.8,58.616667,54,110,0.491,12,41,0.293,17,26,0.654,15,48,63,34,13.0,14,5,4,29,27,137,40.0,82,32,554,141,418,370,405,264,445,417,774,460,434,839,386,349,361,366,685,296,431,649,766,407,402,62,175850
